show,title,href,id,show_abbrev,show_c
Cuomo Prime Time,Dr. Fauci: I'm Not Going To Walk Away From This Outbreak No Matter Who's President; SCOTUS Nominee Amy Coney Barrett Faces Grilling From Democrats; Massive Lines For Start Of In-Person Early Voting In Georgia. Aired 9-10p ET,/TRANSCRIPTS/2010/13/CPT.20.html,15853,CPT,cuomo_prime_time
Cuomo Prime Time,"Trump Offers To Give MAGA Crowd A ""Big Fat Kiss"" In Return To Trail After COVID-19 Diagnosis; Johnson & Johnson Pauses Coronavirus Vaccine Trial Due To ""Unexplained Illness"" In Volunteer; Fake Ballot Drop Boxes Prompt Investigations In California. Aired 9-10p ET",/TRANSCRIPTS/2010/12/CPT.01.html,15854,CPT,cuomo_prime_time
Cuomo Prime Time,Second Presidential Debate Cancelled After Trump Declines To Debate Virtually; 13 Charged In Domestic Terror Plot To Kidnap Michigan Governor; Mary McCord On Voter Intimidation And Armed Vigilante Militia Groups. Aired 9-10p ET,/TRANSCRIPTS/2010/09/CPT.01.html,15855,CPT,cuomo_prime_time
Cuomo Prime Time,"13 Charged In Alleged Plot To Kidnap Michigan Governor Before Election; Governor Whitmer On Alleged Domestic Terror Plot To Kidnap Her: ""This Was A Very Serious Moment, And Very Scary""; Pelosi & Raskin Push Bill To Create Panel That Could Rule On President's Fitness For Office. Aired 9-10p ET",/TRANSCRIPTS/2010/08/CPT.01.html,15856,CPT,cuomo_prime_time
Cuomo Prime Time,Trump Abruptly Scraps Stimulus Talks; White House Cluster Continues To Expand; Biden Calls For Unity In Gettysburg Speech. Aired 9-10p ET,/TRANSCRIPTS/2010/06/CPT.01.html,15857,CPT,cuomo_prime_time
Cuomo Prime Time,"Infected Trump Back At White House, Dangerously Removes Mask Before Entering Amid Widening WH Outbreak; NYT: White House Blocks New Coronavirus Vaccine Guidelines That Would Push Authorization Past Election Day; Trump Continues To Downplay COVID-19 Despite His Condition. Aired 9-10p ET",/TRANSCRIPTS/2010/05/CPT.01.html,15858,CPT,cuomo_prime_time
Cuomo Prime Time,Trump Hospitalized at Walter Reed After COVID-19 Diagnosis; Trump Goes to Walter Reed After COVID-19 Diagnosis White House Says Out of an Abundance of Care; Two GOP Senators Also Test Positive for COVID-19. Aired 12-1a ET,/TRANSCRIPTS/2010/03/CPT.01.html,15859,CPT,cuomo_prime_time
Cuomo Prime Time,Trump Hospitalized; More COVID-19 Cases in White House and Campaign. Aired 1-2a ET,/TRANSCRIPTS/2010/03/CPT.02.html,15860,CPT,cuomo_prime_time
Cuomo Prime Time,"White House Sows Confusion About Trump's Condition; Patriots Quarterback, Cam Newton Tests Positive For COVID-19; Trump Hospitalized One Month Out From Election. Aired 11p-12a ET",/TRANSCRIPTS/2010/03/CPT.04.html,15861,CPT,cuomo_prime_time
Cuomo Prime Time,White House Sows Confusion About Trump's Condition; Trump Releases New Video After COVID-19 Diagnosis; Vice President Mike Pence Plans to Hold Rallies Instead of Trump's Condition; Senate GOP's Third Positive COVID-19 Case Threatening Quick Amy Coney Barrett's Confirmation. Aired 10-11p ET,/TRANSCRIPTS/2010/03/CPT.03.html,15862,CPT,cuomo_prime_time
