show,title,href,id,show_abbrev,show_c
The Lead with Jake Tapper,New Filings Show Trump Campaign Had $63 Million Going into October Compared to Biden's $177 Million; Rep. Ocasio-Cortez's Get Out The Vote Stream on Twitch Racked Up More Than 4.7 Million Views; White House Gets Pushback on Size of Stimulus Plan from GOP Senators; Virginia School District Forced to Cancel Classes Due to Internet Outage. Aired 3:30-4p ET,/TRANSCRIPTS/2010/21/cg.02.html,19197,cg,the_lead_with_jake_tapper
The Lead with Jake Tapper,Stopping COVID in Schools; Stimulus Negotiations Continue; Melania Trump Still Recovering From COVID-19. Aired 3-3:30p ET,/TRANSCRIPTS/2010/20/cg.01.html,19198,cg,the_lead_with_jake_tapper
The Lead with Jake Tapper,Early Voting Surges; Road to Victory?; Interview With Sen. Richard Durbin (D-IL). Aired 4:30-5p ET,/TRANSCRIPTS/2010/20/cg.04.html,19199,cg,the_lead_with_jake_tapper
The Lead with Jake Tapper,"Can Hospitals Handle COVID-19 Surge?; Interview With Former U.S. Special Operations Commander Admiral William McRaven; Former FDA Commissioner: U.S. is One Week Away from a ""Rapid Acceleration"" in COVID Cases; Dozens of Volunteers to Be Deliberately Infected with Coronavirus as Part of New U.K. Study. Aired 4-4:30p ET",/TRANSCRIPTS/2010/20/cg.03.html,19200,cg,the_lead_with_jake_tapper
The Lead with Jake Tapper,Study Shows Anti-Inflammatory Drug Can Reduce Risk of Death in Critically ill COVID Patients; Government Officials Alarmed Over White House Push for Pentagon Deal Worth Billions; Former Twitter Executive Says It's Time for Social Media Platforms to Mute Trump; Biden Looks to Rust Belt to Rebuild Blue Wall. Aired 3:30-4p ET,/TRANSCRIPTS/2010/20/cg.02.html,19201,cg,the_lead_with_jake_tapper
The Lead with Jake Tapper,Reason For Pause in Some Vaccine Trials?; COVID-19 Pandemic Escalating; Trump Continues Attacking Dr. Fauci. Aired 3-3:30p ET,/TRANSCRIPTS/2010/19/cg.01.html,19202,cg,the_lead_with_jake_tapper
The Lead with Jake Tapper,Joni Ernst in Tough Reelection Battle; President Trump's Path to Victory?; COVID-19 Pandemic Escalating. Aired 4:30-5p ET,/TRANSCRIPTS/2010/19/cg.04.html,19203,cg,the_lead_with_jake_tapper
The Lead with Jake Tapper,FDA Won't Release Critical Details on J&J Vaccine Trail Pause; Stimulus Deadline Is Tomorrow And Still No Bipartisan Agreement; Fox Host And Senator Float Disgusting Claim About Hunter Biden; Interview With Rep. Francis Rooney (R-FL) About QAnon Involvement Leveled at the Bidens; More Than 28 Million Votes Cast in Presidential Election. Aired 3:30-4p ET,/TRANSCRIPTS/2010/19/cg.02.html,19204,cg,the_lead_with_jake_tapper
The Lead with Jake Tapper,"COVID-19 Pandemic Escalating; Trump Continues Attacks on Dr. Fauci; Biden to Trump: Americans are ""Tired Of Your Lies About This Virus"". Aired 4-4:30p ET",/TRANSCRIPTS/2010/19/cg.03.html,19205,cg,the_lead_with_jake_tapper
The Lead with Jake Tapper,"U.S. Surpasses 8 Million Coronavirus Cases; Trump in Florida, Biden in Michigan. Aired 3-3:30p ET",/TRANSCRIPTS/2010/16/cg.01.html,19206,cg,the_lead_with_jake_tapper
The Lead with Jake Tapper,Joe Biden Delivers Campaign Address in Michigan. Aired 4-4:30p ET,/TRANSCRIPTS/2010/16/cg.03.html,19207,cg,the_lead_with_jake_tapper
The Lead with Jake Tapper,"Trump Defends His Retweet of Conspiracy About Biden Responsible for Death of Navy Seals; W.H.O. Says Remdesivir Has Little or No Effect on COVID Patients; Michigan Senate Race Tightens, Democrats Defend Seat Key to Taking Control of Senate. Aired 3:30-4p ET",/TRANSCRIPTS/2010/16/cg.02.html,19208,cg,the_lead_with_jake_tapper
