network,week,n,t,pct,rm,date
CNN,2016.096,50,272,0.18382352941176472,0.16664339493725608,2016-01-29
Fox News,2016.096,2,4,0.5,0.4375,2016-01-29
CNN,2016.115,43,264,0.16287878787878787,0.17228868714504827,2016-02-05
Fox News,2016.115,1,4,0.25,0.375,2016-02-05
CNN,2016.135,22,172,0.12790697674418605,0.206579718372354,2016-02-12
CNN,2016.154,59,275,0.21454545454545454,0.22908676558870356,2016-02-19
Fox News,2016.154,1,4,0.25,0.3125,2016-02-19
CNN,2016.173,104,324,0.32098765432098764,0.2807013526720069,2016-02-26
Fox News,2016.173,2,4,0.5,0.375,2016-02-26
CNN,2016.192,87,344,0.25290697674418605,0.28649121854383996,2016-03-04
Fox News,2016.192,1,4,0.25,0.4375,2016-03-04
CNN,2016.212,108,323,0.33436532507739936,0.27053001924930736,2016-03-11
Fox News,2016.212,2,4,0.5,0.39583333333333337,2016-03-11
CNN,2016.231,58,244,0.23770491803278687,0.25638302966448784,2016-03-18
CNN,2016.25,72,280,0.2571428571428571,0.21495146170874746,2016-03-25
Fox News,2016.25,2,4,0.5,0.39583333333333337,2016-03-25
CNN,2016.269,64,326,0.19631901840490798,0.20348120704331804,2016-04-01
Fox News,2016.269,1,3,0.3333333333333333,0.37083333333333335,2016-04-01
CNN,2016.288,57,338,0.16863905325443787,0.18803655236025277,2016-04-08
CNN,2016.308,61,318,0.1918238993710692,0.21960195904934834,2016-04-15
CNN,2016.327,59,302,0.19536423841059603,0.2780427963363395,2016-04-22
CNN,2016.346,110,341,0.3225806451612903,0.3095570201690689,2016-04-29
CNN,2016.365,134,333,0.4024024024024024,0.3284393035059011,2016-05-06
Fox News,2016.365,1,4,0.25,0.37083333333333335,2016-05-06
CNN,2016.385,96,302,0.31788079470198677,0.32730233893689004,2016-05-13
CNN,2016.404,94,347,0.27089337175792505,0.31003507166962274,2016-05-20
CNN,2016.423,97,305,0.3180327868852459,0.27088745363928735,2016-05-27
Fox News,2016.423,2,5,0.4,0.35000000000000003,2016-05-27
CNN,2016.442,109,327,0.3333333333333333,0.262852692014685,2016-06-03
Fox News,2016.442,1,2,0.5,0.37083333333333335,2016-06-03
CNN,2016.462,45,279,0.16129032258064516,0.22287937901430374,2016-06-10
CNN,2016.481,69,289,0.23875432525951557,0.1770460456809704,2016-06-17
CNN,2016.5,34,215,0.15813953488372093,0.1744593140924129,2016-06-24
CNN,2016.519,33,220,0.15,0.19714621170473706,2016-07-01
CNN,2016.538,32,212,0.1509433962264151,0.1977232682823143,2016-07-08
CNN,2016.558,86,261,0.32950191570881227,0.24845856239996136,2016-07-15
Fox News,2016.558,1,4,0.25,0.39583333333333337,2016-07-15
CNN,2016.577,43,268,0.16044776119402984,0.30154302584335757,2016-07-22
CNN,2016.596,96,272,0.35294117647058826,0.3110478887964964,2016-07-29
Fox News,2016.596,1,3,0.3333333333333333,0.42083333333333334,2016-07-29
CNN,2016.615,93,256,0.36328125,0.35572615828819876,2016-08-05
CNN,2016.635,86,234,0.36752136752136755,0.35690692256471224,2016-08-12
Fox News,2016.635,2,4,0.5,0.44166666666666665,2016-08-12
CNN,2016.654,97,286,0.33916083916083917,0.33709828321646323,2016-08-19
CNN,2016.673,98,274,0.35766423357664234,0.32384697359418585,2016-08-26
Fox News,2016.673,3,5,0.6,0.48333333333333334,2016-08-26
CNN,2016.692,73,257,0.2840466926070039,0.2878372516088541,2016-09-02
Fox News,2016.692,2,6,0.3333333333333333,0.5583333333333333,2016-09-02
CNN,2016.712,78,248,0.31451612903225806,0.27270234337443794,2016-09-09
CNN,2016.731,48,246,0.1951219512195122,0.2809589629056138,2016-09-16
CNN,2016.75,93,313,0.2971246006389776,0.32640400472162334,2016-09-23
Fox News,2016.75,2,4,0.5,0.5333333333333333,2016-09-23
CNN,2016.769,104,328,0.3170731707317073,0.3841694779195308,2016-09-30
CNN,2016.788,134,270,0.4962962962962963,0.38896996041284765,2016-10-07
Fox News,2016.788,4,5,0.8,0.5125000000000001,2016-10-07
CNN,2016.808,153,359,0.42618384401114207,0.3662492867775399,2016-10-14
Fox News,2016.808,1,2,0.5,0.5541666666666667,2016-10-14
CNN,2016.827,124,392,0.3163265306122449,0.3342041982107122,2016-10-21
Fox News,2016.827,1,4,0.25,0.5416666666666667,2016-10-21
CNN,2016.846,76,336,0.2261904761904762,0.3522980066603762,2016-10-28
CNN,2016.865,127,345,0.3681159420289855,0.40255665178509276,2016-11-04
Fox News,2016.865,4,6,0.6666666666666666,0.5,2016-11-04
CNN,2016.885,173,347,0.49855907780979825,0.43834352751099287,2016-11-11
Fox News,2016.885,3,4,0.75,0.48750000000000004,2016-11-11
CNN,2016.904,149,288,0.5173611111111112,0.4429222116202657,2016-11-18
Fox News,2016.904,1,3,0.3333333333333333,0.48750000000000004,2016-11-18
CNN,2016.923,106,287,0.3693379790940767,0.39982090370627765,2016-11-25
Fox News,2016.923,1,5,0.2,0.36250000000000004,2016-11-25
CNN,2016.942,131,339,0.3864306784660767,0.3220190874669614,2016-12-02
